"LOA DATE",PRODUCT,MODEL,"PRIMARY VIOLATION",CITATION,"ACTION REQUESTED",FIRM,"ADDRESS 1","ADDRESS 2","FOREIGN MFG","LOT SIZE",COUNTRY
"August 2015","BABY DOLLS","BABY DOLLS","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KIDS FIRST UGANDA","777 N SUNSET SHORE","LAKE LEELANAU, MI 49653","KIDS FIRST UGANDA",76,UGANDA
"August 2015","BABY DOLLS","BABY DOLLS","Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","KIDS FIRST UGANDA","777 N SUNSET SHORE","LAKE LEELANAU, MI 49653","KIDS FIRST UGANDA",54,UGANDA
"August 2015","BABY DOLLS","BABY DOLLS","Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","KIDS FIRST UGANDA","777 N SUNSET SHORE","LAKE LEELANAU, MI 49653","KIDS FIRST UGANDA",37,UGANDA
"August 2015","BOY'S BAPTISM OUTFITS (PEARL)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","INFANTILES BEJAR S.A. DE C.V.",82,MEXICO
"August 2015","BOY'S BAPTISM OUTFITS (PEARL)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","INFANTILES BEJAR S.A. DE C.V.",17,MEXICO
"August 2015","BOY'S BAPTISM OUTFITS (PEARL)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","INFANTILES BEJAR S.A. DE C.V.",17,MEXICO
"August 2015","BOY'S BAPTISM OUTFITS (PEARL)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","INFANTILES BEJAR S.A. DE C.V.",17,MEXICO
"August 2015","PLASTIC TOY WRESTLERS",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","CHRIS MURPHY","2318 WAUGH DR","HOUSTON, TX 77006","JOSE MEJIA SANCHEZ",42,MEXICO
"August 2015","CHILDREN'S CLOTHING - DRESS","BISHOP DRESS","Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production","ROBERT E LYNCH (DBA PRECIOUS KIDS)","2117 VERERANS BLVD, STE 282","METAIRIE, LA 70002","HANDWORKS, S.A. DE C.V.",688,"EL SALVADOR"
"August 2015","CHILDREN'S CLOTHING - DRESS","BISHOP DRESS","Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production","ROBERT E LYNCH (DBA PRECIOUS KIDS)","2117 VERERANS BLVD, STE 282","METAIRIE, LA 70002","HANDWORKS, S.A. DE C.V.",1073,"EL SALVADOR"
"August 2015","CHILDREN'S CLOTHING - DRESS","BISHOP DRESS","Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Correct Future Production","ROBERT E LYNCH (DBA PRECIOUS KIDS)","2117 VERERANS BLVD, STE 282","METAIRIE, LA 70002","HANDWORKS, S.A. DE C.V.",928,"EL SALVADOR"
"August 2015","OUTLET DRAIN COVERS",,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","LA VILLA DE BELEN","1020 WEST ARAGON ROAD","BELEN, NM 87002",,1,
"August 2015","POOL EQUIPMENT",,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","COUNTRY CLUB OF PETERSBURG","1250 FLANK ROAD","PETERBUSRG, VA 23805",,0,
"August 2015","CRIB MATTRESS","VYSSA SPELEVINK","Mattress Flammability Failure","16 CFR 1632","Consumer Level Recall","IKEA NORTH AMERICA SERVICES, LLC","420 ALAN WOOD ROAD","CONSHOHOCKEN, PA 19428",,38400,MEXICO
"August 2015","BABY COVERALL",3150676,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","C & C CHILDRENS WEAR LTD","12 WEST 32ND STREET","NEW YORK, NY 10001","MID# INMSDHI4TIR",27,INDIA
"August 2015","SPINNER TOY",LH2016,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","UNIQUE TECH SOLUTIONS INC","8429 BLACK LICK RD ST M","LORTON, VA 22079","HK HONGHAI INTL TRADING CO LTD",288,CHINA
"August 2015","WATER BALLOONS",GP-WB168,"Misbranded Balloon","16 CFR 1500.19","Stop Sale and Correct Future Production","GOLDEN PALM ENTERPRISES, INC.","821 SOUTH RAYMOND AVE SUITE 28","ALHAMBRA, CA 91803","YIWU LEGO IMPORT & EXPORT CO., LTD.",22464,CHINA
"August 2015","PUFFER BALL",GP-229,"ASTM Toy Standard Violation","15 U.S.C. § 2058(a)","Stop Sale and Correct Future Production","GOLDEN PALM ENTERPRISES, INC.","821 SOUTH RAYMOND AVE SUITE 28","ALHAMBRA, CA 91803","YIWU LEGO IMPORT & EXPORT CO., LTD.",57600,CHINA
"August 2015","COLORING BOOK",CF-169,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Stop Sale and Correct Future Production","GOLDEN PALM ENTERPRISES, INC.","821 SOUTH RAYMOND AVE SUITE 28","ALHAMBRA, CA 91803","YIWU LEGO IMPORT & EXPORT CO., LTD.",1440,CHINA
"August 2015","SOFT DART GUN W/2 DUCKS",KA-282,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","KOLE IMPORTS","24600 S. MAIN ST.","CARSON, CA 90745","GC CO.",7200,CHINA
"August 2015","PLUSH 10"" FISHING BEAR W/ VEST",44031SMT,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HOTSPUR INTNL INC DBA:WISHPETS INC","6555 SW 110TH CT","BEAVERTON, OR 97008","YINAN HONGYUAN ARTS & CRAFTS CO LTD",720,CHINA
"August 2015","PLUSH 10"" FISHING BEAR W/ VEST",44031SMT,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HOTSPUR INTNL INC DBA:WISHPETS INC","6555 SW 110TH CT","BEAVERTON, OR 97008","YINAN HONGYUAN ARTS & CRAFTS CO LTD",264,CHINA
"August 2015","PLUSH 10"" FISHING BEAR W/ VEST",44031SMT,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","HOTSPUR INTNL INC DBA:WISHPETS INC","6555 SW 110TH CT","BEAVERTON, OR 97008","YANGCHENG CAILE TEXTILE & CRAFTS CO. LTD",1200,CHINA
"August 2015","PLUSH 10"" FISHING BEAR W/ VEST",44031SMT,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HOTSPUR INTNL INC DBA:WISHPETS INC","6555 SW 110TH CT","BEAVERTON, OR 97008","YINAN HONGYUAN ARTS & CRAFTS CO LTD",600,CHINA
"August 2015","DOLL STROLLER",886A,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","MAXTRAD CO INC","218A BOYD STREET","LOS ANGELES, CA 90013","RONG LONG CRAFTS & TOYS CO, LTD",4800,CHINA
"August 2015","TROLLEY W/ DOLL",826AD,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","MAXTRAD CO INC","218A BOYD STREET","LOS ANGELES, CA 90013","RONG LONG CRAFTS & TOYS CO., LTD",1800,CHINA
"August 2015","DIE CAST PLAY SET",ARB92753-10,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ARTOY TRADING LLC","3538 GARFIELD AVE","COMMERCE, CA 90040","KENNETH TOYS IMPORT & EXPORT",24000,CHINA
"August 2015","3PK FRICTION CONST TRUCKS",OB-985,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KOLE IMPORTS","24600 S. MAIN ST.","CARSON, CA 90745","GC CO",1480,CHINA
"August 2015","JEEP TRAVEL ANYWHERE SPORT 2-I",JH002-XIM2,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","AFFORDABLE BRANDS LLC","995 MANSELL RD STE D","ROSWELL, GA 30076","AFFORDABLE BRANDS SA INC.",1200,CHINA
"August 2015","BED VOYAGE/BABY VOYAGE, 100% B",14982620,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","HOME AND TRAVEL SOLUTIONS, LLC DBA BED V","18915 142ND AVE NE, STE 230","WOODINVILLE, WA 98072","XINCHANG COUNTY LONGXIANG TEXTILES CO, LTD",204,CHINA
"August 2015","BAT GLIDERS MVP",396157,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","AMSCAN INC.","80 GRASSLANDS ROAD","ELMSFORD, NY 10523","AMSCAN ASIA INTERNATIONAL",76,CHINA
"August 2015","LIP WHISTLER",39314,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","AMSCAN INC.","80 GRASSLANDS ROAD","ELMSFORD, NY 10523","AMSCAN ASIA INTERNATIONAL",102,CHINA
"August 2015","RING SQUEEZE POP EYES",396157,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","AMSCAN INC.","80 GRASSLANDS ROAD","ELMSFORD, NY 10523","AMSCAN ASIA INTERNATIONAL",360,CHINA
"August 2015","SNAKES BIG PACK MVP",396157,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","AMSCAN INC.","80 GRASSLANDS ROAD","ELMSFORD, NY 10523","AMSCAN ASIA INTERNATIONAL",68,CHINA
"August 2015","BATS BIG PACK MVP",396157,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","AMSCAN INC.","80 GRASSLANDS ROAD","ELMSFORD, NY 10523","AMSCAN ASIA INTERNATIONAL",68,CHINA
"August 2015",BUGS,396157,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","AMSCAN INC.","80 GRASSLANDS ROAD","ELMSFORD, NY 10523","AMSCAN ASIA INTERNATIONAL",216,CHINA
"August 2015","PENGUIN BLACK",,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production",BEAR2GO,"1013 WILLIAMSBURG LN","KELLER, TX 76248","YANGZHOU SMILE IMP. & EXP. CO., LTD",480,CHINA
"August 2015","CAR PUSH TOY",346/RFD163489,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","LILY POPULAR VARIETIES & GIFTS INC.","52-07 FLUSHING AVE","MASPETH, NY 11378","TAI XING YUAN TRADING CO LTD",1200,CHINA
"August 2015","BUG PUSH TOY",325/RFD016747,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","LILY POPULAR VARIETIES & GIFTS INC.","52-07 FLUSHING AVE","MASPETH, NY 11378","TAI XING YUAN TRADING CO LTD",960,CHINA
"August 2015","BASKEBALL RING TOSS GAME SET",3337/TX36120110,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","LILY POPULAR VARIETIES & GIFTS INC.","52-07 FLUSHING AVE","MASPETH, NY 11378","TAI XING YUAN TRADING CO LTD",72,CHINA
"August 2015","MINI BASKETBALL SET",RFD162482,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","LILY POPULAR VARIETIES & GIFTS INC.","52-07 FLUSHING AVE","MASPETH, NY 11378","TAI XING YUAN TRADING CO LTD",288,CHINA
"August 2015","TOY TRAIN PHONE",9801-5A/TX00470,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","LILY POPULAR VARIETIES & GIFTS INC.","52-07 FLUSHING AVE","MASPETH, NY 11378","TAI XING YUAN TRADING CO LTD",180,CHINA
"August 2015","INFLATABLE RIDE ON TOY",,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","LM WIRELESS DBA BBM WIRELESS","303 LOUISIANA AVENUE","BROOKLYN, NY 11207","YIWU EKING JEWELRY COMPANY LTD.",8000,CHINA
"August 2015","HORSE WITH LEI 7""",27055,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","THE ISLANDER GROUP","269 PALII STREET","MILILANI, HI 96789","PT. SUNINDO ADIPERSADA",720,INDONESIA
"August 2015","SITTING BERN HARDLINNER 5""",27060,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","THE ISLANDER GROUP","269 PALII STREET","MILILANI, HI 96789","PT. SUNINDO ADIPERSADA",864,INDONESIA
"August 2015","ATV DEALER MONITORING REPORT",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production","BMS MOTORSPORTS","18689 ARENTH AVE","CITY OF INDUSTRY, CA 91748",,0,USA
"August 2015","ATV DEALER MONITORING REPORT",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production",DYNAMOTO,"1444 SUSSEX ST.","PLANO, TX 75075",,0,USA
"August 2015","ATV DEALER MONITORING REPORT",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production","GIBBS SPORTS AMPHIBIANS","50 CORPORATE DRIVE","AUBURN HILLS, MI 48326",,0,USA
"August 2015","ATV DEALER MONITORING REPORT",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production","LIL PICK UP INC","19745 COLIMA RD, STE 1-518","ROWLAND HEIGHTS, CA 91748",,0,USA
"August 2015","ATV DEALER MONITORING REPORT",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production","PACIFIC RIM INTERNATIONAL WEST, INC.","2181 E FRANCIS ST","ONTARIO, CA 91761",,0,USA
"August 2015","ATV DEALER MONITORING REPORT",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production","VITACCI MOTORCYCLES","8383 COMMERCE PARK DRIVE, SUIT","HOUSTON, TX 77036",,0,USA
"August 2015","CAKE LAYER TOY",LER7312,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","LEARNING RESOURCES, INC.","380 FAIRWAY DR","VERNON HILLS, IL 60061","ANHUI DINGPAI INDUSTRY CO. , LTD",3000,CHINA
"August 2015","CAMP MINI DIG FOSSIL",CAMPFOSSIL,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","JMW SALES INC DBA DISCOVER WITH DR COOL","621 MORTON ST","ASHLAND, OR 97520","DISCOVER FUN INTERNATIONAL HK LIMITED",90000,CHINA
"August 2015","BIC DISPOSABLE LIGHTERS","109 2","Lighter Reporting","16 CFR 1210.17(b)","Stop Sale and Correct Future Production","MANHATTAN WHOLESALERS CO","1169 OAK POINT AVENUE","BRONX, NY 10474",,68000,FRANCE
"August 2015","QUEEN SIZE INNER-SPRING, PILLO","GB202-Q / M1680","Mattress Flammability Failure","16 CFR 1632","Stop Sale and Correct Future Production","BEVERLY FINE FURNITURE, INC","1177 JELLICK AVE","CITY OF INDUSTRY, CA 91748","FOSHAN CITY SUILONG FURNITURE CO, LTD",113,CHINA
"August 2015","QUEEN SIZE INNER-SPRING, PILLO","GB203-Q / M1680","Mattress Flammability Failure","16 CFR 1632","Stop Sale and Correct Future Production","BEVERLY FINE FURNITURE, INC","1177 JELLICK AVE","CITY OF INDUSTRY, CA 91748","FOSHAN CITY SUILONG FURNITURE CO, LTD",70,CHINA
"August 2015","TWIN INNER-SPRING","GB201-T / 168#","Mattress Flammability Labeling","16 CFR 1632","Correct Future Production","BEVERLY FINE FURNITURE, INC","1177 JELLICK AVE","CITY OF INDUSTRY, CA 91748","FOSHAN CITY SUILONG FURNITURE CO, LTD",435,CHINA
"August 2015","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","NORTH BALDWIN WELLNESS CENTER","2115 HAND AVENUE","BAY MINETTE, AL 36507",,1,
"August 2015","BABY DRESS NO2-8",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","DAR HAMED, RATEB MOHAMED","CALLE COMERICA #32","YAUCO, PR 00698","AMLE COMMERCIAL",168,"DOMINICAN REPUBLIC"
"August 2015","BABY DRESS NO2-8",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","DAR HAMED, RATEB MOHAMED","CALLE COMERICA #32","YAUCO, PR 00698","AMLE COMMERCIAL",288,"DOMINICAN REPUBLIC"
"August 2015","BABY DRESS NO2-8",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","DAR HAMED, RATEB MOHAMED","CALLE COMERICA #32","YAUCO, PR 00698","AMLE COMMERCIAL",156,"DOMINICAN REPUBLIC"
"August 2015","RUBBER DUCKIES",1081,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","SUPER VALUE WHOLESALER INC","6419 N. 50TH STREET","TAMPA, FL 33610","ZHEJIANG YIWU HUISHUN IMPORT & EXPORT CO, LTD",1920,CHINA
"August 2015","KIDS TOY (TOY GUN)",NGM-873,"ASTM Toy Standard Violation","15 U.S.C. § 2058(a)","Stop Sale and Correct Future Production","DNG COLLECTION, INC.","801 E COMMERCIAL ST 203","LOS ANGELES, CA 90012","YIWU RUIDA TRADING CO.",5616,CHINA
"August 2015","KIDS TOY (TOY GUN)",NGM-873A,"ASTM Toy Standard Violation","15 U.S.C. § 2058(a)","Stop Sale and Correct Future Production","DNG COLLECTION, INC.","801 E COMMERCIAL ST 203","LOS ANGELES, CA 90012","YIWU RUIDA TRADING CO.",11520,CHINA
"August 2015","MOUSE FLASHING WAND",8719,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","LZ LUCKY TRADING CORP","5839 43RD AVENUE","WOODSIDE, NY 11377","ZHEJIANGYIWU HUISHUN IMPORT & EXPORT CO. LTD.",4160,CHINA
"August 2015","LIGHT-UP SLINGSHOT",,"ASTM Battery - Operated Toy","15 U.S.C. § 2058(b)(1)","Stop Sale and Correct Future Production","LZ LUCKY TRADING CORP","5839 43RD AVENUE","WOODSIDE, NY 11377","ZHEJIANGYIWU HUISHUN IMPORT & EXPORT CO. LTD.",4160,CHINA
"August 2015","STAR-TIPPED LIGHT-UP WAND",,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","LZ LUCKY TRADING CORP","5839 43RD AVENUE","WOODSIDE, NY 11377","ZHEJIANGYIWU HUISHUN IMPORT & EXPORT CO. LTD.",4160,CHINA
"August 2015",YO-YO,36999,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","LZ LUCKY TRADING CORP","5839 43RD AVENUE","WOODSIDE, NY 11377","ZHEJIANGYIWU HUISHUN IMPORT & EXPORT CO. LTD.",4160,CHINA
"August 2015","FLASHING MOUTHPIECE",,"Third Party Certificate Violation","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","LZ LUCKY TRADING CORP","5839 43RD AVENUE","WOODSIDE, NY 11377","ZHEJIANGYIWU HUISHUN IMPORT & EXPORT CO. LTD.",4160,CHINA
"August 2015","4 COLOR SEATS SAND PIT",343-003(ZY2319),"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","AOSOM LLC","6710 MCEWAN RD","LAKE OSWEGO, OR 97035-7816","HK AOSOM INTERNATIONAL TRADING CO LTD",99,CHINA
"August 2015","LARGE OCTAGONAL SAND PIT",343-004(ZY2319),"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","AOSOM LLC","6710 MCEWAN RD","LAKE OSWEGO, OR 97035-7816","HK AOSOM INTERNATIONAL TRADING CO LTD",99,CHINA
"August 2015","PINEAPPLE DOLL",T6475,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","CHIEFLY COMPANY LTD","99-1169 IWAENA STREET","AIEA, HI 96701","YANCHENG HONGFANG TOYS CO., LTD",792,CHINA
"August 2015","DOLPHIN WITH GUAM",T6495G,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","CHIEFLY COMPANY LTD","99-1169 IWAENA STREET","AIEA, HI 96701","YANCHENG HONGFANG TOYS CO., LTD",432,CHINA
"August 2015","CHILDREN'S COWBOY BELT BLACK",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LOS TRES GARCIA BOOTS AND SHOES INC.","6144 AIRLINE DRIVE SUITE 9","HOUSTON, TX 77076","INDUSTRIAS VER-HER, S.A. DE C.V.",28,MEXICO
"August 2015","CHILDREN'S COWBOY BELT BLACK",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LOS TRES GARCIA BOOTS AND SHOES INC.","6144 AIRLINE DRIVE SUITE 9","HOUSTON, TX 77076","INDUSTRIAS VER-HER, S.A. DE C.V.",28,MEXICO
"August 2015","WINDSHIELD DE-ICER",AS-246,"Methyl Alcohol Packaging","16 CFR 1700.14(a)(8)","Consumer Level Recall","UCI-FRAM AUTOBRANDS","1900 W. FIELD COURT","LAKE FOREST, IL 60045",,4100000,USA
"August 2015","ICE AND FROST SHIELD",AS-247,"Methyl Alcohol Packaging","16 CFR 1700.14(a)(8)","Consumer Level Recall","UCI-FRAM AUTOBRANDS","1900 W. FIELD COURT","LAKE FOREST, IL 60045",,4100000,USA
"August 2015","TILLOTSON PORTABLE GENERATOR",TS4500/TS4500B/,"Generator Labeling Violation","16 CFR part 1407","Stop Sale and Correct Future Production","TILLITSON POWER PORDUCTS LLC","225 N WATER ST, STE 300","DECATUR, IL 62523","CHONGQING DAJIANG POWER EQUIPMENT CO., LTD",290,CHINA
"August 2015","COLORED PAINTS",,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Stop Sale and Correct Future Production","INSTANT SUPPLIES DISTRIBUTORS INC.","RIVERA GARDENS, 69 CALLE FLOR","CANOVANAS, PR 00729-3342",,12,FRANCE
"August 2015","COLOR PENCILS",8320172B,"Art Materials Labeling","16 CFR 1500.14(b)(8)","Stop Sale and Correct Future Production","PAREDES & CIA","PO BOX 902312","SAN JUAN, PR 00902","MAPED S.A.S.",624,FRANCE
"August 2015",POOL,IN-GROUND,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","ASHWOOD VALLEY LUXURY APARTMENTS","53 SAND PIT ROAD","DANBURY, CT 06810",,1,
"August 2015","(PLUSH) SPACE BEAR BLUE",BL1002,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","SHIAO, LAI CHUN DBA: TONY INTERNATIONAL","1683 JERRIOLD AVENUE","SAN FRANCISCO, CA 94124","DAFENG WANLONG TOY CO LTD",3504,CHINA
"August 2015","(PLUSH) SPACE BEAR BLUE",BL1002,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","SHIAO, LAI CHUN DBA: TONY INTERNATIONAL","1683 JERRIOLD AVENUE","SAN FRANCISCO, CA 94124","DAFENG WANLONG TOY CO LTD",4008,CHINA
"August 2015","ITASCA SNOW KICKER TODDLER BOO","8005180, SIZE 7","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CO LYNCH ENTERPRISES, INC.","2655 FAIRVIEW AVE N","ROSEVILLE, MN 55113-2616","TIANJIN NORWAY SHOE CO",44,CHINA
"August 2015","ITASCA SNOW KICKER TODDLER BOO","8005180, SIZE 7","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CO LYNCH ENTERPRISES, INC.","2655 FAIRVIEW AVE N","ROSEVILLE, MN 55113-2616","TIANJIN NORWAY SHOE CO",19,CHINA
"August 2015","CHOCOLATE PONY BOOT (SIZE 0 TO",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CUDDLE STAR","TOULOUSE DR. NO. 2111","AUSTIN, TX 78748","SILVIA DEL CARMEN GARCIA JAUREGUI",25,MEXICO
"August 2015","CHOCOLATE PONY BOOT (SIZE 0 TO",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CUDDLE STAR","TOULOUSE DR. NO. 2111","AUSTIN, TX 78748","SILVIA DEL CARMEN GARCIA JAUREGUI",25,MEXICO
"August 2015","CHOCOLATE PONY BOOT (SIZE 0 TO",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CUDDLE STAR","TOULOUSE DR. NO. 2111","AUSTIN, TX 78748","SILVIA DEL CARMEN GARCIA JAUREGUI",20,MEXICO
"August 2015","CHOCOLATE PONY BOOT (SIZE 0 TO",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CUDDLE STAR","TOULOUSE DR. NO. 2111","AUSTIN, TX 78748","SILVIA DEL CARMEN GARCIA JAUREGUI",20,MEXICO
"August 2015","CHOCOLATE PONY BOOT (SIZE 0 TO",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CUDDLE STAR","TOULOUSE DR. NO. 2111","AUSTIN, TX 78748","SILVIA DEL CARMEN GARCIA JAUREGUI",10,MEXICO
"August 2015","CHOCOLATE PONY BOOT (SIZE 0 TO",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CUDDLE STAR","TOULOUSE DR. NO. 2111","AUSTIN, TX 78748","SILVIA DEL CARMEN GARCIA JAUREGUI",10,MEXICO
"August 2015","UNIDENTIFIED POOL DRAIN COVER",,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","SANDS MOTEL","10625 MAGNOLIA AVENUE","RIVERSIDE, CA 92505",,2,
"August 2015","BUZZ MAGNETS",3276579,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","BOOKS A MILLION, INC","402 INDUSTRIAL LN","BIRMINGHAM, AL 35211","ANCO CHINA LIMITED",3024,CHINA
"August 2015","TOUCHABLE BUBBLES",3276187,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","BOOKS A MILLION, INC","402 INDUSTRIAL LN","BIRMINGHAM, AL 35211","ANCO CHINA LIMITED",3024,CHINA
"August 2015","REAR VIEW SPY GLASSES",3276193,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","BOOKS A MILLION, INC","402 INDUSTRIAL LN","BIRMINGHAM, AL 35211","ANCO CHINA LIMITED",1728,CHINA
"August 2015","REAR VIEW SPY GLASSES",3276193,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","BOOKS A MILLION, INC","402 INDUSTRIAL LN","BIRMINGHAM, AL 35211","ANCO CHINA LIMITED",2304,CHINA
"August 2015","SPARKLING SPINDLE TOY",3276188,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Stop Sale and Correct Future Production","BOOKS A MILLION, INC","402 INDUSTRIAL LN","BIRMINGHAM, AL 35211","ANCO CHINA LIMITED",5760,CHINA
"August 2015","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","QUALITY INN & SUITES","4480 NORTHCHASE BOULEVARD","MONTGOMERY, AL 36110",,1,
